Référence interne;Titre du produit;Type de Produit;Marque;Plage de poids;Descriptif détaillé du produit;Prix Public;Prix de vente;Quantité;Qualité;Commentaire d'annonce;Commentaire privé;Images - URL Vue 1;Images - URL Vue 2;Expédition, Retrait;Téléphone;Code Postal;Pays
163;KING ROCKY - KeepSecret ;Vibromasseur; ;De 250 g a 500 g;"Les vibrations du moteur sont reglables. Ce sextoy a &amp;eacute;t&amp;eacute; test&amp;eacute; cliniquement et dermatologiquement afin d&amp;#39;offrir un niveau de confort et de securit&amp;eacute; maximum.Matiere : silicone hypoallergenique et inodorelongueur : 20cmlargeur : 4cmFonctionne sur piles fournies dans la boite..";37.54;37.54;0;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/k/i/king-rocky---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/k/i/king-rocky---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
5060057870860;FANTASIE VIBRO - KeepSecret ;Vibromasseur;Mantric ;De 250 g a 500 g;"Les 3 embouts sont en silicone doux. Les vibrations du moteur se transmettent agréablement.
Le vibromasseur peut être utilisé pour stimuler le clitoris en externe ou les premiers 1 à 3cm du vagin en interne. Seule la tête de silicone peut être utilisée pour une stimulation interne
Matière : Silicone
Longueur : 15cm
Largeur : 4cm en moyenne
Résistant à l'eau
Fonctionne avec 2 piles AA 1.5v (non fournies)
Nettoyez le vibromasseur et particulièrement les têtes de silicone après chaque utilisation..";29.90;29.90;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/f/a/fantasie-vibro---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/f/a/fantasie-vibro---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
168;SWEET VIBE I ROSE - Vibro KeepSecret ;Vibromasseur; ;De 250 g a 500 g;"Le Mini Vibe I est un vibromasseur &amp;agrave; une vitesse, parfait pour une premi&amp;egrave;re stimulation clitoridienne et vaginale. Tr&amp;egrave;s simple d&amp;rsquo;utilisation, la mise en marche de ce sex toys s&amp;rsquo;effectue en tournant le boutant argent&amp;eacute;.Le Mini Vibe I est un sex toys dont les caract&amp;eacute;ristiques sont les suivantes: VibrantPlastique ultra douxEtancheLongueur : 11 cmDiam&amp;egrave;tre de 1.5 cmFonctionne avec 1 pile LR06 (AA)&amp;nbsp; non fournieCouleur : Noir/Argent, Violet/ Argent Rose/Argent.";13.29;13.29;493;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/w/sweet-vibe-i-rose---vibro-keepsecret_1.jpg;http://www.keepsecret.com/media/catalog/product/s/w/sweet-vibe-i-rose---vibro-keepsecret_1.jpg;EXP / RET;+(33)826140202;75010;France
169;DIAMANTS VIBRANTS ROSE - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;1 pile AA (non fournie)13,5 x 2,5 cm. 95 g.;29.90;29.90;14;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/diamants-vibrants-rose---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/d/i/diamants-vibrants-rose---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
7350022270992;MIA VIOLET - Vibro by Lelo ;Vibromasseur;Lelo ;De 500 g a 3 kg;"Son chargement par cle USB est une innovation amusante et pratique pour un sextoy de voyage &amp;agrave; emmener dans vos d&amp;eacute;placements professionnels.ABS - SiliconeBoutons de contr&amp;ocirc;ledes vibrations4 modes de stimulationChargement USBTemps d&amp;rsquo;utilisation : 4 hC&amp;acirc;ble USBChargeur Europe11 x 2,2 cm. 320 g.";40.97;40.97;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/i/mia-violet---vibro-by-lelo.jpg;http://www.keepsecret.com/media/catalog/product/m/i/mia-violet---vibro-by-lelo.jpg;EXP / RET;+(33)826140202;75010;France
3700577800405;MAXI DIAMANTS VIBRANTS NOIR - By KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Ce vibromasseur est la version géante de notre classique diamant vibrant. Il ne s'agit plus d'un sextoy de poche mais d'un vrai vibromasseur au touché agréable et soyeux. D'une longueur de 18cm et doté d'un moteur très puissant, il saura répondre a toutes les sollicitations. Son look très féminin saura vous séduire avec sa base sertie de 24 petits brillants colorés et sa texture très douce
Facile à nettoyer avec de l'eau et du savon ou un nettoyant approprié. Il peut être utilisé avec tout type de lubrifiant.
Longueur : 18cm
Diamètre : 3cm

.";29.90;29.90;478;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/a/maxi_diamant_noir.jpg;http://www.keepsecret.com/media/catalog/product/m/a/maxi_diamant_noir.jpg;EXP / RET;+(33)826140202;75010;France
3700577800429;MAXI DIAMANTS VIBRANTS ROSE - By KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;Longueur : 17cm.;29.90;29.90;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/a/maxi-diamants-vibrants-rose---by-keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/m/a/maxi-diamants-vibrants-rose---by-keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577800283;G-SPOT VIBRO ROSE - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Le G-Spot est notre tout nouveau vibromasseur. Sa superbe couleur ainsi que sa puissance sauront vous convaincre. G-Spot est multi-vitesses et silencieux. Ses vibrations sont aisément réglables grâce à la molette .
Ce vibromasseur utilisable avec tout type de lubrifiant
Longueur : 20cm
Diamètre : 3cm environ
Couleur : Rose
Fonctionne avec 2 piles AA (non fournies).";34.90;34.90;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-vibro-rose---keepsecret_1.jpg;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-vibro-rose---keepsecret_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577800481;MINI VIBRO POINT G - by KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Le mini vibro spécial point G est un excellent vibromasseur. L&amp;#39;effet est garanti. Nous vous recommandons de l&amp;#39;utiliser coupler avec un gode.Le Mini vibro point G est un sextoy dont les caractéristiques sont les suivantes:Vibration puissanteÉtancheLongueur: 12.50 cmDiamètre: 2.5cmFonctionne avec 1 pile LR6 non fournie.";16.90;16.90;492;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/i/mini-vibro-point-g---by-keepsecret_1.jpg;http://www.keepsecret.com/media/catalog/product/m/i/mini-vibro-point-g---by-keepsecret_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577800245;DIAMOND QUEEN ROSE - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Ce vibromasseur a la texture douce est pourvu de 8 modes de vibrations et résiste a l'eau. Il peut être utilisé dans le bain et sa forme ergonomique en fait un jouet de réel plaisir.
De taille raisonnable (14cm) ce sextoy peut être utilisé avec tout type de lubrifiant.
Son look très féminin saura vous séduire avec sa base sertie de 24 petits brillants colorés et sa texture très douce
Facile à nettoyer avec de l'eau et du savon ou un nettoyant approprié

Longueur : 14cm
8 modes de vibrations
Diamètre : entre 2 et 3cm
Couleur : Rose
Fonctionne avec 2 piles AAA (non fournies).";29.90;29.90;496;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/diamond-queen-rose---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/d/i/diamond-queen-rose---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577800252;DIAMOND QUEEN VIOLET - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Ce vibromasseur a la texture douce est pourvu de 8 modes de vibrations et résiste a l'eau. Il peut être utilisé dans le bain et sa forme ergonomique en fait un jouet de réel plaisir.
De taille raisonnable (14cm) ce sextoy peut être utilisé avec tout type de lubrifiant.
Son look très féminin saura vous séduire avec sa base sertie de 24 petits brillants colorés et sa texture très douce
Facile à nettoyer avec de l'eau et du savon ou un nettoyant approprié

Longueur : 14cm
8 modes de vibrations
Diamètre : entre 2 et 3cm
Couleur : Violet
Fonctionne avec 2 piles AAA (non fournies)

.";29.90;29.90;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/diamond-queen-violet---keepsecret_1.jpg;http://www.keepsecret.com/media/catalog/product/d/i/diamond-queen-violet---keepsecret_1.jpg;EXP / RET;+(33)826140202;75010;France
178;G-SPOT FEEL GOOD - Lady Calston ;Vibromasseur;Lady Galston ;Menos de 250 g;-.;25.00;25.00;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-feel-good---lady-calston_1.jpg;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-feel-good---lady-calston_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577800238;DIAMOND QUEEN NOIR - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Ce vibromasseur a la texture douce est pourvu de 8 modes de vibrations et résiste a l'eau. Il peut être utilisé dans le bain et sa forme ergonomique en fait un jouet de réel plaisir.
De taille raisonnable (14cm) ce sextoy peut être utilisé avec tout type de lubrifiant.
Son look très féminin saura vous séduire avec sa base sertie de 24 petits brillants colorés et sa texture très douce
Facile à nettoyer avec de l'eau et du savon ou un nettoyant approprié

Longueur : 14cm
8 modes de vibrations
Diamètre : entre 2 et 3cm
Couleur : Noir
Fonctionne avec 2 piles AAA (non fournies).";29.90;29.90;484;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/diamond-queen-noir---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/d/i/diamond-queen-noir---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577800290;G-SPOT VIBRO VIOLET - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Le G-Spot est notre tout nouveau vibromasseur. Sa superbe couleur ainsi que sa puissance sauront vous convaincre. G-Spot est multi-vitesses et silencieux. Ses vibrations sont aisément réglables grâce à la molette .
Ce vibromasseur utilisable avec tout type de lubrifiant
Longueur : 20cm
Diamètre : 3cm environ
Couleur : Violet
Fonctionne avec 2 piles AA (non fournies) .";34.90;34.90;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-vibro-violet---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-vibro-violet---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577800276;G-SPOT VIBRO BLEU - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Le G-Spot est notre tout nouveau vibromasseur. Sa superbe couleur ainsi que sa puissance sauront vous convaincre. G-Spot est multi-vitesses et silencieux. Ses vibrations sont aisément réglables grâce à la molette .
Ce vibromasseur utilisable avec tout type de lubrifiant
Longueur : 20cm
Diamètre : 3cm environ
Couleur : Bleu
Fonctionne avec 2 piles AA (non fournies) .";34.90;34.90;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-vibro-bleu---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-vibro-bleu---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577800191;CLOWNIE SEXTOY - KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;"La forme du vibromasseur Clownie peut surprendre mais son efficacité est dès plus redoutable : une tige élancée et une extrémité plus large composée d'une petite boule et d'une partie plus ovale. Ne vous méprenez pas, ce sextoy a été spécialement conçu pour vous procurer de délicieuses sensations. Clownie est un &quot;must have&quot; pour une stimulation clitoridienne, vaginale ou  pour de simples caresses.
Nous vous conseillons de bien nettoyer avant et après chaque utilisation à l'aide d'un nettoyant spécialisé (Toy cleaner par exemple) ou avec de l'eau et du savon.

Longueur : 16 cm dont partie insérable 13.5cm
Diamètre : entre 1.5 et 2.5cm
Couleur : rose nacré et molette noire
Matière : plastique
2 piles AAA non fournies.";24.90;24.90;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/l/clownie-sextoy---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/c/l/clownie-sextoy---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
184;VIBRO REALISTE CHAIR - sextoy KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;"Il vous suffit juste de tourner l&amp;#39;extremite du vibro pour degager de puissantes vibrations. Nous vous conseillons d&amp;#39;utiliser ce sextoy avec un lubrifiant. Ce petit vibro est un sextoy dont les caracteristiques sont les suivantes:- Souple- Forme anatomique- Couleur: chair- Longueur: 13cm- Diametre: 4cm- Utilise 2 piles AA (non fournies).";24.90;24.90;492;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/v/i/vibro-realiste-chair---sextoy-keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/v/i/vibro-realiste-chair---sextoy-keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
185;DIAMANT VIBRANT POINT G ROSE - KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;15cm de longeur.;29.90;29.90;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/diamant-vibrant-point-g-rose---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/d/i/diamant-vibrant-point-g-rose---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
37588106015;TUYO VIBROMASSEUR BLANC - Big Teaze Toys ;Vibromasseur;Big Teaze Toys ;De 250 g a 500 g;Tuyo est un vibromasseur aux formes sensuelles permettant de sublimer les moments de plaisir. Sa forme circulaire est faite pour rouler sur le corps d'un couple mais permet également un massage érotique très efficace en l'absence de partenaire. Sa texture ultra douce et ses différents modes de pulsation vous procureront un moment de détente total. Cet objet élégant est présenté dans un écrin en satin, idéal pour un cadeau coquin. Il peut être utilisé en couple ou seul, idéal pour des massages sexy mais aussi pour un moment de détente, passant sur tout le corps. Pour la mise en marche, laissez le bouton enfoncé quelques secondes et la sphère se met à vibrer. 8 modes de vibration. 3 vitesses. 5 modes de pulsations. Résistant à l'eau. Fonctionne avec 3 piles LR03-AAA. Couleur : Blanc. Présenté dans un coffret en satin. Largeur : 7.5 cm.;79.00;79.00;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/t/u/tuyo-vibromasseur-blanc---big-teaze-toysnoir.jpg;http://www.keepsecret.com/media/catalog/product/t/u/tuyo-vibromasseur-blanc---big-teaze-toysnoir.jpg;EXP / RET;+(33)826140202;75010;France
3700577800269;G-SPOT FLUO - KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"G-Spot fluo est un vibromasseur dont les caractéristiques sont les suivantes:
- Longueur: 18cm
- Largeur: 2cm
- PVC / Silicone.";24.90;24.90;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-fluo---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/g/-/g-spot-fluo---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577801365;NAUGHTY BOY VIBRO REALISTE ETANCHE : by KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Il vous suffit juste d&amp;#39;appuyer sur le bouton &amp;quot;on&amp;quot; et de vous laisser aller ....Ce vibromasseur est un sextoy dont les caractéristiques sont les suivantes:- rose- longueur : 11cm- sans phtalate- 100% etanche- fonctionne avec 3 piles LR44 (fournies) .";29.90;29.90;492;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/n/a/naughty-boy.jpg;http://www.keepsecret.com/media/catalog/product/n/a/naughty-boy.jpg;EXP / RET;+(33)826140202;75010;France
3700577801334;VIBRO POINT G ETANCHE ROSE : sextoy by KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"KeepSecret vous propose la &quot;rolls royce&quot; des sextoys dédiés au point G.
Ce vibromasseur spécial point G en ABS est composé de la matière la plus soyeuse. Très puissant, avec ses 21.6 cm de longueur, vous pourrez l'utiliser partout et en particulier dans le bain. Ce sextoy a 7 vitesses de vibration.
Nous vous conseillons une lingette nettoyante avant et après chaque utilisation.
100% étanche
ABS
.";44.90;44.90;499;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/v/i/vibro-point-g-rose.jpg;http://www.keepsecret.com/media/catalog/product/v/i/vibro-point-g-rose.jpg;EXP / RET;+(33)826140202;75010;France
3700577801341;VIBRO POINT G ETANCHE PURPLE : sextoy by KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"KeepSecret vous propose la &quot;rolls royce&quot; des sextoys dédiés au point G.
Ce vibromasseur spécial point G en ABS est composé de la matière la plus soyeuse. Très puissant, avec ses 21.6 cm de longueur, vous pourrez l'utiliser partout et en particulier dans le bain. Ce sextoy a 7 vitesses de vibration.
Nous vous conseillons une lingette nettoyante avant et après chaque utilisation.
100% étanche
ABS.";44.90;44.90;499;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/v/i/vibro-point-g-purple.jpg;http://www.keepsecret.com/media/catalog/product/v/i/vibro-point-g-purple.jpg;EXP / RET;+(33)826140202;75010;France
193;DIAMANT VIBRANT POINT G NOIR - KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;15cm de longeur.;29.90;29.90;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/diamant-vibrant-point-g-noir---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/d/i/diamant-vibrant-point-g-noir---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
8003700577801580;DIAMANT VIBRANT POINT G VIOLET - KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;15cm de longeur.;29.90;29.90;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/i/diamant-vibrant-point-g-violet---keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/d/i/diamant-vibrant-point-g-violet---keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
195;MAXI DOUCE FLEUR ETANCHE VIOLET 19CM - Vibro by KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;"Prevu pour une stimulation vaginale, le mode de vibration efficace de ce sextoy permet aussi une stimulation clitoridienne.Il vous suffit juste de tourner l&amp;#39;extremite de ce vibro pour degager de puissantes vibrations.Le Vibro Diamant Fleur est un sextoy dont les caracteristiques sont les suivantes:- Etanche- Fonctionne avec 2 piles AA (non fournies)- Longueur: 19cm- Diametre: 3.5 cm.";20.82;20.82;496;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/a/maxi-douce-fleur-etanche-violet-19cm---vibro-by-keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/m/a/maxi-douce-fleur-etanche-violet-19cm---vibro-by-keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
196;MINI DOUCE FLEUR ETANCHE ROSE 14CM - Vibro by KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;"Prevu pour une stimulation vaginale, le mode de vibration efficace de ce sextoy permet aussi une stimulation clitoridienne.Il vous suffit juste de tourner l&amp;#39;extremite de ce vibro pour degager de puissantes vibrations.Le Vibro Diamant Fleur est un sextoy dont les caracteristiques sont les suivantes:- Etanche- Fonctionne avec 2 piles AA (non fournies)- Longueur: 14cm.";16.64;16.64;499;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/i/mini-douce-fleur-etanche-rose-14cm---vibro-by-keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/m/i/mini-douce-fleur-etanche-rose-14cm---vibro-by-keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
197;MINI DOUCE FLEUR ETANCHE VIOLET 14CM - Vibro by KeepSecret ;Vibromasseur;Keep Secret ;Menos de 250 g;"Prevu pour une stimulation vaginale, le mode de vibration efficace de ce sextoy permet aussi une stimulation clitoridienne.Il vous suffit juste de tourner l&amp;#39;extremite de ce vibro pour degager de puissantes vibrations.Le Vibro Diamant Fleur est un sextoy dont les caracteristiques sont les suivantes:- Etanche- Fonctionne avec 2 piles AA (non fournies)- Longueur: 14cm.";16.64;16.64;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/i/mini-douce-fleur-etanche-violet-14cm---vibro-by-keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/m/i/mini-douce-fleur-etanche-violet-14cm---vibro-by-keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577801617;Mini Vibro Argent - by KeepSecret ;Vibromasseur;Keep Secret ;De 250 g a 500 g;"Un mini vibro argenté que vous pourrez emmener partout avec vous.
Il vous suffit juste de tourner la molette afin de libérer les vibrations.Fonctionne avec 1 pile LR06 non fournie.";13.90;13.90;490;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/i/mini-vibro-argent---by-keepsecret.jpg;http://www.keepsecret.com/media/catalog/product/m/i/mini-vibro-argent---by-keepsecret.jpg;EXP / RET;+(33)826140202;75010;France
3700577803109;Vibro Bionique : Sextoy by KeepSecret ;Vibromasseur;Keep Secret ;De 500 g a 3 kg;"- longueur: 23cm dont partie insérable 19 cm- largeur: 5cm- Matière : silicone- Couleur: rose ou violet&amp;nbsp;.";34.90;34.90;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/v/i/vibro-bionique-rose.jpg;http://www.keepsecret.com/media/catalog/product/v/i/vibro-bionique-rose.jpg;EXP / RET;+(33)826140202;75010;France
207;NEA BLANC - vibro by LELO ;Stimulateur;Lelo ;De 250 g a 500 g;"NEA est un superbe cadeau&amp;nbsp; pour vous ou une femme sachant appr&amp;eacute;cier les jolies choses, les objets subtils qui respirent la sensualit&amp;eacute;.Livr&amp;eacute; dans son pochon en satin avec un manuel d&amp;rsquo;utilisation et son chargeur universel.Par ailleurs, NEA a une garantie constructeur d&amp;rsquo;un an.Texture ABS GlossyVariateur de vitesseVerrou de transportEtanche aux gouttesTemps d&amp;rsquo;utilisation 7h7,5 x 3,6 x 2,5 cmCoffret avec poche de satin, manuel d&amp;rsquo;utilisation et chargeur universelCouleur : Perle noire, perle blanche.";66.05;66.05;496;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/n/e/nea_blanc2_1.jpg;http://www.keepsecret.com/media/catalog/product/n/e/nea_blanc2_1.jpg;EXP / RET;+(33)826140202;75010;France
210;LE CONE - Vibro by Twisted Products ;Stimulateur; ;De 500 g a 3 kg;"Pour l&amp;rsquo;allumer, pressez et maintenez appuyer le bouton de droite pendant 2 secondes. Vous commencerez directement sur le programme num&amp;eacute;ro 1.Pour aller sur les autres programmes, appuyer sur le bouton de gauche.La lumi&amp;egrave;re va flasher 2 fois pour le programme 2, 3 fois pour le programme num&amp;eacute;ro 3 et ainsi de suite. Si vous &amp;ecirc;tes impatiente et voulez aller directement &amp;agrave; l&amp;rsquo;apog&amp;eacute;e et au mode &amp;laquo; Orgasme &amp;raquo; ie le programme num&amp;eacute;ro 16, appuyez simplement une fois sur le bouton de droite.&amp;nbsp;VibrantSilicone hypoallerg&amp;eacute;niqueLongueur :19 cmDiam&amp;egrave;tre : 12,5 cmFonctionne avec&amp;nbsp; 3 piles R14 non fourniesCouleur : Rose.";91.14;91.14;0;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/o/cone_rose_1.jpg;http://www.keepsecret.com/media/catalog/product/c/o/cone_rose_1.jpg;EXP / RET;+(33)826140202;75010;France
214;SPHERE VIBRANTE - by Myla ;Stimulateur; ;De 250 g a 500 g;"M&amp;eacute;lange entre la boule de geisha et le vibromasseur, Sphere est un sextoy qui saura vous satisfaire pour un stimulation clitoridienne ou vaginale. Il peut aussi &amp;ecirc;tre utilis&amp;eacute; pour un massage relaxant sur l&amp;#39;ensemble des parties du corps..";82.78;82.78;0;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/i/n/inconu.jpg;http://www.keepsecret.com/media/catalog/product/i/n/inconu.jpg;EXP / RET;+(33)826140202;75010;France
37588101133;MINI POISSON VIBRANT HOT ROD - by Big Teaze Toys ;Stimulateur;Big Teaze Toys ;Menos de 250 g;"Appuyer derri&amp;egrave;re ses nageoires et il lib&amp;eacute;rera ses vibrations.Utiliser ses yeux, son aileron ou sa queue pour d&amp;eacute;couvrir de nouvelles sensations !VibrantEtancheDimension. : 7,5 x 7,5cmFonctionne avec 1 pile LR06 (AA) fournieCouleurs : Rose, Bleu,Tiger, Butterfly, HotRod.";29.90;29.90;496;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/o/poisson2.jpg;http://www.keepsecret.com/media/catalog/product/p/o/poisson2.jpg;EXP / RET;+(33)826140202;75010;France
37588101065;MINI POISSON VIBRANT TIGRE - by Big Teaze Toys ;Stimulateur;Big Teaze Toys ;Menos de 250 g;"Appuyer derrière ses nageoires et il libérera ses vibrations. Utiliser ses yeux, son aileron ou sa queue pour découvrir de nouvelles sensations ! 
Vibrant.
Étanche.
Dimension. : 7,5 x 7,5cm.
Poids : 200 grammes.
Présentoir &quot;vague&quot; ventouse.
Fonctionne avec 1 pile LR06 (AA) fournie.
Couleur : Tigre
ABS
Élastomères non poreux
Silicone
Sans phthalate ni latex. .";29.90;29.90;496;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/i/mini-poisson-tigre_2.jpg;http://www.keepsecret.com/media/catalog/product/m/i/mini-poisson-tigre_2.jpg;EXP / RET;+(33)826140202;75010;France
